,Index,Title,Link,DatePublished,negative,neutral,positive,compound,sentiment
1695,1695,Yarn factory first up for privatization this year,https://www.capitalethiopia.com/2019/02/11/yarn-factory-first-up-for-privatization-this-year/,02-11-2019,0.011,0.932,0.057,0.8481,positive
1696,1696,Some pensive over Skylight Hotel’s impact,https://www.capitalethiopia.com/2019/02/11/some-pensive-over-skylight-hotels-impact/,02-11-2019,0.052,0.857,0.091,0.9222,positive
1697,1697,City makes public attempt to better tax collection,https://www.capitalethiopia.com/2019/02/11/city-makes-public-attempt-to-better-tax-collection/,02-11-2019,0.079,0.883,0.038,-0.5994,negative
1698,1698,Ethiopia to dramatically expand coffee production,https://www.capitalethiopia.com/2019/02/11/ethiopia-to-dramatically-expand-coffee-production/,02-11-2019,0.0,0.831,0.169,0.9947,positive
1699,1699,Ethiopia  prohibits alcohol ads,https://www.capitalethiopia.com/2019/02/11/ethiopia-prohibits-alcohol-ads/,02-11-2019,0.09,0.86,0.05,-0.8166,negative
1700,1700,Export revenue drops,https://www.capitalethiopia.com/2019/02/04/export-revenue-drops/,02-04-2019,0.109,0.84,0.051,-0.9153,negative
1701,1701,"Improving agriculture, improving lives",https://www.capitalethiopia.com/2019/02/04/improving-agriculture-improving-lives/,02-04-2019,0.056,0.755,0.19,0.9679,positive
1702,1702,Djibouti reduces visa fees,https://www.capitalethiopia.com/2019/02/04/djibouti-reduces-visa-fees/,02-04-2019,0.005,0.85,0.146,0.994,positive
1703,1703,Chamber calls for businesses to work for peace,https://www.capitalethiopia.com/2019/02/04/chamber-calls-for-businesses-to-work-for-peace/,02-04-2019,0.077,0.673,0.25,0.9666,positive
1704,1704,Changing educational narratives,https://www.capitalethiopia.com/2019/02/04/changing-educational-narratives/,02-04-2019,0.021,0.711,0.268,0.9973,positive
1705,1705,Nutrition-sensitive agricultural service becomes accessible,https://www.capitalethiopia.com/2019/02/04/nutrition-sensitive-agricultural-service-becomes-accessible/,02-04-2019,0.026,0.697,0.277,0.9872,positive
1706,1706,Private sector event stresses new hope,https://www.capitalethiopia.com/2019/02/04/private-sector-event-stresses-new-hope/,02-04-2019,0.041,0.761,0.198,0.9954,positive
1707,1707,Construction endangers historical printing facility,https://www.capitalethiopia.com/2019/02/04/construction-endangers-historical-printing-facility-2/,02-04-2019,0.114,0.83,0.056,-0.9186,negative
1708,1708,Youssouf elected as PACCI president,https://www.capitalethiopia.com/2019/02/02/youssouf-elected-as-pacci-president/,02-02-2019,0.025,0.892,0.083,0.8555,positive
1709,1709,MoTI to review licensing process for exporters,https://www.capitalethiopia.com/2019/01/28/moti-to-review-licensing-process-for-exporters/,01-28-2019,0.16,0.714,0.126,-0.9336,negative
1710,1710,"Rent is too high, FCH tenants argue",https://www.capitalethiopia.com/2019/01/28/rent-is-too-high-fch-tenants-argue/,01-28-2019,0.099,0.881,0.02,-0.9337,negative
1711,1711,Major tax conference not attended by govt,https://www.capitalethiopia.com/2019/01/28/major-tax-conference-not-attended-by-govt/,01-28-2019,0.06,0.824,0.116,0.9349,positive
1712,1712,Supreme Court reverses decision granting bail for Esayas Dagnew,https://www.capitalethiopia.com/2019/01/28/supreme-court-reverses-decision-granting-bail-for-esayas-dagnew/,01-28-2019,0.098,0.696,0.206,0.8126,positive
1713,1713,Re-do of BPR for Addis Ababa City Administration employees,https://www.capitalethiopia.com/2019/01/28/re-do-of-bpr-for-addis-ababa-city-administration-employees/,01-28-2019,0.02,0.862,0.117,0.9643,positive
1714,1714,"Coffee Break Export value, volume of Ethiopia’s cash crop declines",https://www.capitalethiopia.com/2019/01/28/coffee-break-export-value-volume-of-ethiopias-cash-crop-declines/,01-28-2019,0.017,0.86,0.122,0.9933,positive
1715,1715,CCD boss given a month to hand over homes,https://www.capitalethiopia.com/2019/01/28/ccd-boss-given-a-month-to-hand-over-homes/,01-28-2019,0.119,0.747,0.134,0.5859,positive
1716,1716,EEU launches new bill collection channel,https://www.capitalethiopia.com/2019/01/28/eeu-launches-new-bill-collection-channel/,01-28-2019,0.03,0.882,0.088,0.9274,positive
1717,1717,"Over 20 tons of adulterated butter, honey seized in Jimma",https://www.capitalethiopia.com/2019/01/28/over-20-tons-of-adulterated-butter-honey-seized-in-jimma/,01-28-2019,0.143,0.777,0.08,-0.9169,negative
1718,1718,Alkimos Heracles docks at DMP,https://www.capitalethiopia.com/2019/01/28/alkimos-heracles-docks-at-dmp/,01-28-2019,0.01,0.871,0.119,0.9823,positive
1719,1719,Workneh briefs Italian investors on investment opportunities in Ethiopia,https://www.capitalethiopia.com/2019/01/23/workneh-briefs-italian-investors-on-investment-opportunities-in-ethiopia/,01-23-2019,0.0,0.924,0.076,0.6124,positive
1720,1720,Despite partial privatization tele belongs to all CEO says,https://www.capitalethiopia.com/2019/01/22/despite-partial-privatization-tele-belongs-to-all-ceo-says/,01-22-2019,0.087,0.793,0.12,0.9001,positive
1721,1721,Snaps of the holiday,https://www.capitalethiopia.com/2019/01/22/snaps-of-the-holiday/,01-22-2019,0.035,0.827,0.137,0.9959,positive
1722,1722,"Housing Corporation confiscates illegal rental houses, eases price hike",https://www.capitalethiopia.com/2019/01/22/housing-corporation-confiscates-illegal-rental-houses-eases-price-hike/,01-22-2019,0.06,0.88,0.06,0.2263,positive
1723,1723,Exporters call on MoTI to speed up prosecution of unethical traders,https://www.capitalethiopia.com/2019/01/21/exporters-call-on-moti-to-speed-up-prosecution-of-unethical-traders/,01-21-2019,0.168,0.77,0.062,-0.9953,negative
1724,1724,Imperial Hotel owner argues for release,https://www.capitalethiopia.com/2019/01/21/imperial-hotel-owner-argues-for-release/,01-21-2019,0.211,0.771,0.018,-0.9796,negative
1725,1725,South Gonder’s rising rice production,https://www.capitalethiopia.com/2019/01/21/south-gonders-rising-rice-production/,01-21-2019,0.051,0.833,0.116,0.9315,positive
1726,1726,Housing Corp. asks city for more land faster,https://www.capitalethiopia.com/2019/01/21/housing-corp-asks-city-for-more-land-faster/,01-21-2019,0.025,0.925,0.05,0.8016,positive
1727,1727,Plastic shops  for street vendors worsening congestion,https://www.capitalethiopia.com/2019/01/21/plastic-shops-for-street-vendors-worsening-congestion/,01-21-2019,0.093,0.776,0.132,0.7063,positive
1728,1728,"Informal Merkato, Akaki shops obtain legal status",https://www.capitalethiopia.com/2019/01/21/informal-merkato-akaki-shops-obtain-legal-status/,01-21-2019,0.038,0.909,0.053,0.0772,positive
1729,1729,City temporarily returns to older ID cards,https://www.capitalethiopia.com/2019/01/21/city-temporarily-returns-to-older-id-cards/,01-21-2019,0.049,0.849,0.101,0.8779,positive
1730,1730,Budding tech startups ask for friendlier policy,https://www.capitalethiopia.com/2019/01/21/budding-tech-startups-ask-for-friendlier-policy/,01-21-2019,0.083,0.793,0.124,0.9383,positive
1731,1731,"Soybean, chickpea trading start at ECX",https://www.capitalethiopia.com/2019/01/21/soybean-chickpea-trading-start-at-ecx/,01-21-2019,0.011,0.91,0.079,0.9725,positive
1732,1732,Leather’s difficult times,https://www.capitalethiopia.com/2019/01/17/leathers-difficult-times/,01-17-2019,0.132,0.753,0.115,-0.9679,negative
1733,1733,CCD real-estate  founder summoned to court,https://www.capitalethiopia.com/2019/01/17/ccd-real-estate-founder-summoned-to-court/,01-17-2019,0.138,0.795,0.067,-0.8689,negative
1734,1734,Bekalu Zeleke takes reigns of BoA,https://www.capitalethiopia.com/2019/01/17/bekalu-zeleke-takes-reigns-of-boa/,01-17-2019,0.012,0.867,0.121,0.9839,positive
1735,1735,Ermias Amelga in detention over Imperial hotel transaction,https://www.capitalethiopia.com/2019/01/17/ermias-amelga-in-detention-over-imperial-hotel-transaction/,01-17-2019,0.134,0.866,0.0,-0.8481,negative
1736,1736,A move towards state of the art,https://www.capitalethiopia.com/2019/01/17/a-move-towards-state-of-the-art/,01-17-2019,0.0,0.779,0.221,0.9738,positive
1737,1737,Ministry begins counting water and wash facilities,https://www.capitalethiopia.com/2019/01/17/ministry-begins-counting-water-and-wash-facilities/,01-17-2019,0.119,0.782,0.1,-0.7106,negative
1738,1738,"Tele to redistribute pay-phones, provide wifi on Ethiopian flights",https://www.capitalethiopia.com/2019/01/17/tele-to-redistribute-pay-phones-provide-wifi-on-ethiopian-flights/,01-17-2019,0.046,0.877,0.078,0.8225,positive
1739,1739,98% of decisions to prosecute made within 5 months,https://www.capitalethiopia.com/2019/01/17/98-of-decisions-to-prosecute-made-within-5-months/,01-17-2019,0.15,0.76,0.089,-0.9217,negative
1740,1740,Djibouti  attracting more Ethiopian tourists,https://www.capitalethiopia.com/2019/01/17/djibouti-attracting-more-ethiopian-tourists/,01-17-2019,0.008,0.839,0.153,0.9958,positive
1741,1741,Better deal for relocated riverside residents,https://www.capitalethiopia.com/2019/01/16/better-deal-for-relocated-riverside-residents/,01-16-2019,0.173,0.769,0.058,-0.9762,negative
1742,1742,Enat Bank’s paid up capital nears NBE standard,https://www.capitalethiopia.com/2019/01/16/enat-banks-paid-up-capital-nears-nbe-standard/,01-16-2019,0.036,0.808,0.155,0.9735,positive
1743,1743,"Pardons, ethnic clash tops court report",https://www.capitalethiopia.com/2019/01/16/pardons-ethnic-clash-tops-court-report/,01-16-2019,0.218,0.693,0.089,-0.9952,negative
1744,1744,Duty-free privileges partially banned,https://www.capitalethiopia.com/2019/01/16/duty-free-privileges-partially-banned/,01-16-2019,0.176,0.608,0.216,0.8325,positive
1745,1745,Doraleh Port to link with Ethio-Djibouti rail,https://www.capitalethiopia.com/2019/01/16/doraleh-port-to-link-with-ethio-djibouti-rail/,01-16-2019,0.026,0.877,0.097,0.9607,positive
1746,1746,Industrial park exports below targets,https://www.capitalethiopia.com/2019/01/16/industrial-park-exports-below-targets/,01-16-2019,0.058,0.828,0.115,0.8402,positive
1747,1747,Industrial Inputs Enterprise short of fund,https://www.capitalethiopia.com/2019/01/16/industrial-inputs-enterprise-short-of-fund/,01-16-2019,0.067,0.857,0.076,0.5719,positive
1748,1748,Factories killing Awash River,https://www.capitalethiopia.com/2019/01/16/factories-killing-awash-river/,01-16-2019,0.108,0.845,0.047,-0.9648,negative
1749,1749,New building planned  at confiscated Piazza Midroc site,https://www.capitalethiopia.com/2019/01/16/new-building-planned-at-confiscated-piazza-midroc-site/,01-16-2019,0.079,0.89,0.031,-0.8658,negative
1750,1750,ECX begins soybean trading,https://www.capitalethiopia.com/2019/01/16/ecx-begins-soybean-trading/,01-16-2019,0.026,0.866,0.108,0.9915,positive
1751,1751,Bread prices likely to rise,https://www.capitalethiopia.com/2019/01/16/bread-prices-likely-to-rise/,01-16-2019,0.025,0.899,0.076,0.8442,positive
1752,1752,Potential agency would oversee city government properties,https://www.capitalethiopia.com/2019/01/16/potential-agency-would-oversee-city-government-properties/,01-16-2019,0.031,0.895,0.074,0.875,positive
1753,1753,ZTE charged with tax evasion,https://www.capitalethiopia.com/2019/01/16/zte-charged-with-tax-evasion/,01-16-2019,0.171,0.777,0.052,-0.9917,negative
1754,1754,Troubled Waters Gov’t: MetEC shouldn’t have gotten involved in GERD,https://www.capitalethiopia.com/2019/01/16/troubled-waters-govt-metec-shouldnt-have-gotten-involved-in-gerd/,01-16-2019,0.113,0.765,0.122,0.5,positive
1755,1755,Meter taxi association to sue Addis Ababa Transport Authority,https://www.capitalethiopia.com/2019/01/16/meter-taxi-association-to-sue-addis-ababa-transport-authority/,01-16-2019,0.102,0.863,0.035,-0.9246,negative
1756,1756,Raya Brewery share sale brings huge profit to United Insurance,https://www.capitalethiopia.com/2019/01/16/raya-brewery-share-sale-brings-huge-profit-to-united-insurance/,01-16-2019,0.023,0.754,0.223,0.9985,positive
1757,1757,Dashen Bank continues amazing ride,https://www.capitalethiopia.com/2019/01/16/dashen-bank-continues-amazing-ride/,01-16-2019,0.038,0.747,0.215,0.9931,positive
1758,1758,Metals Association opposes NBE directive,https://www.capitalethiopia.com/2019/01/16/metals-association-opposes-nbe-directive/,01-16-2019,0.077,0.786,0.137,0.9936,positive
1759,1759,Old Emperor Menilek II palace in very bad condition,https://www.capitalethiopia.com/2019/01/16/old-emperor-menilek-ii-palace-in-very-bad-condition/,01-16-2019,0.062,0.882,0.056,-0.3687,negative
1760,1760,Civil Society Commission to be overseen by Executive Branch,https://www.capitalethiopia.com/2019/01/16/civil-society-commission-to-be-overseen-by-executive-branch/,01-16-2019,0.0,0.975,0.025,0.3182,positive
1761,1761,Record profits for Nyala Insurance,https://www.capitalethiopia.com/2019/01/16/record-profits-for-nyala-insurance/,01-16-2019,0.029,0.781,0.19,0.9874,positive
1762,1762,Sodere Resort  resumes service after three months,https://www.capitalethiopia.com/2019/01/16/sodere-resort-resumes-service-after-three-months/,01-16-2019,0.068,0.888,0.044,-0.6908,negative
1763,1763,"TDP, Enat Bank collaborate on small, medium enterprises",https://www.capitalethiopia.com/2019/01/16/tdp-enat-bank-collaborate-on-small-medium-enterprises/,01-16-2019,0.01,0.81,0.18,0.9783,positive
1764,1764,"Trending in court Tesfaye Urge’s other claim, attempt to assassinate a...",https://www.capitalethiopia.com/2019/01/16/trending-in-court-tesfaye-urges-other-claim-attempt-to-assassinate-a-head-of-state-remains-open/,01-16-2019,0.164,0.721,0.114,-0.872,negative
1765,1765,Lawyers come together to empower the power sector,https://www.capitalethiopia.com/2019/01/16/lawyers-come-together-to-empower-the-power-sector/,01-16-2019,0.026,0.865,0.109,0.9538,positive
1766,1766,Kuriftu opens Djibouti seaside restaurant,https://www.capitalethiopia.com/2019/01/16/kuriftu-opens-djibouti-seaside-restaurant/,01-16-2019,0.0,0.874,0.126,0.9836,positive
1767,1767,Government to introduce property tax,https://www.capitalethiopia.com/2019/01/16/government-to-introduce-property-tax/,01-16-2019,0.059,0.794,0.147,0.9987,positive
1768,1768,"Sesame, Bean exporters illegally bypassing ECX",https://www.capitalethiopia.com/2019/01/16/sesame-bean-exporters-illegally-bypassing-ecx/,01-16-2019,0.151,0.755,0.094,-0.9783,negative
1769,1769,Company frustrated by slow progress of the National Integrated Justice Information...,https://www.capitalethiopia.com/2019/01/16/company-frustrated-by-slow-progress-of-the-national-integrated-justice-information-system/,01-16-2019,0.084,0.804,0.112,0.9081,positive
1770,1770,"After long wait, CBE Djibouti obtains SWIFT Code",https://www.capitalethiopia.com/2019/01/16/after-long-wait-cbe-djibouti-obtains-swift-code/,01-16-2019,0.036,0.859,0.105,0.9782,positive
1771,1771,Ethio-telecom begins outsourcing gadget sales,https://www.capitalethiopia.com/2019/01/16/ethio-telecom-begins-outsourcing-gadget-sales/,01-16-2019,0.037,0.845,0.119,0.9764,positive
1772,1772,More roads,https://www.capitalethiopia.com/2019/01/16/more-roads/,01-16-2019,0.0,0.868,0.132,0.6808,positive
1773,1773,Marathon to assemble Hyundai electric cars in Ethiopia,https://www.capitalethiopia.com/2019/01/16/marathon-to-assemble-hyundai-electric-cars-in-ethiopia/,01-16-2019,0.049,0.854,0.097,0.906,positive
1774,1774,Trade competition bench stuck for two months,https://www.capitalethiopia.com/2019/01/16/trade-competition-bench-stuck-for-two-months/,01-16-2019,0.063,0.834,0.102,0.7783,positive
1775,1775,Relocation issue hinders Sheik Khojale Palace renovation,https://www.capitalethiopia.com/2019/01/16/relocation-issue-hinders-sheik-khojale-palace-renovation/,01-16-2019,0.069,0.897,0.034,-0.8658,negative
1776,1776,K2N to design OIB ODA,https://www.capitalethiopia.com/2019/01/16/k2n-to-design-oib-oda/,01-16-2019,0.0,1.0,0.0,0.0,neutral
1777,1777,Following up the major cases,https://www.capitalethiopia.com/2019/01/16/following-up-the-major-cases/,01-16-2019,0.308,0.605,0.087,-0.9977,negative
1778,1778,New card prepared for sugar and edible oil distribution,https://www.capitalethiopia.com/2019/01/16/new-card-prepared-for-sugar-and-edible-oil-distribution/,01-16-2019,0.03,0.909,0.061,0.7184,positive
1779,1779,Zemen Bank grows,https://www.capitalethiopia.com/2019/01/16/zemen-bank-grows/,01-16-2019,0.035,0.836,0.129,0.9517,positive
1780,1780,New strategy attempts to bring resilience to Addis,https://www.capitalethiopia.com/2019/01/16/new-strategy-attempts-to-bring-resilience-to-addis/,01-16-2019,0.072,0.772,0.156,0.9565,positive
1781,1781,"Lion Bank increases profit, share revenue",https://www.capitalethiopia.com/2019/01/15/lion-bank-increases-profit-share-revenue/,01-15-2019,0.017,0.774,0.209,0.9906,positive
1782,1782,Over 300 companies attend Djibouti Trade Fair,https://www.capitalethiopia.com/2019/01/15/over-300-companies-attend-djibouti-trade-fair/,01-15-2019,0.0,0.773,0.227,0.9978,positive
1783,1783,Animal feed prices skyrocket,https://www.capitalethiopia.com/2019/01/15/animal-feed-prices-skyrocket/,01-15-2019,0.079,0.793,0.128,0.9201,positive
1784,1784,The 11th Assembly of Leaders,https://www.capitalethiopia.com/2018/11/19/the-11th-assembly-of-leaders/,11-19-2018,0.0,0.889,0.111,0.7964,positive
1785,1785,MeTEC’s lost plane found,https://www.capitalethiopia.com/2018/11/19/metecs-lost-plane-found/,11-19-2018,0.138,0.79,0.072,-0.997,negative
1786,1786,"Insurers look for answers to vehicle claims, unfair competition",https://www.capitalethiopia.com/2018/11/19/insurers-look-for-answers-to-vehicle-claims-unfair-competition/,11-19-2018,0.107,0.789,0.104,-0.5994,negative
1787,1787,World Bank team to help make stock market a reality,https://www.capitalethiopia.com/2018/11/19/world-bank-team-to-help-make-stock-market-a-reality/,11-19-2018,0.04,0.761,0.199,0.9881,positive
1788,1788,Debub Special,https://www.capitalethiopia.com/2018/11/19/debub-special/,11-19-2018,0.0,0.808,0.192,0.7964,positive
1789,1789,Reconciliation Commission comes out the birth canal,https://www.capitalethiopia.com/2018/11/19/reconciliation-commission-comes-out-the-birth-canal/,11-19-2018,0.103,0.789,0.108,-0.5574,negative
1790,1790,More companies to face audits this year,https://www.capitalethiopia.com/2018/11/19/more-companies-to-face-audits-this-year/,11-19-2018,0.061,0.88,0.059,-0.128,negative
1791,1791,Berhan Bank profit slightly declines,https://www.capitalethiopia.com/2018/11/19/berhan-bank-profit-slightly-declines/,11-19-2018,0.046,0.756,0.198,0.9887,positive
1792,1792,Bank of Abyssinia reaches one million depositors,https://www.capitalethiopia.com/2018/11/19/bank-of-abyssinia-reaches-one-million-depositors/,11-19-2018,0.027,0.78,0.192,0.9926,positive
1793,1793,Wegagen Bank’s profits skyrocket,https://www.capitalethiopia.com/2018/11/19/wegagen-banks-profits-skyrocket/,11-19-2018,0.021,0.816,0.162,0.9844,positive
1794,1794,Jigjiga welcomes students at Karamara Mountain,https://www.capitalethiopia.com/2018/11/19/jigjiga-welcomes-students-at-karamara-mountain/,11-19-2018,0.107,0.817,0.077,-0.4215,negative
1795,1795,Birtukan is Back,https://www.capitalethiopia.com/2018/11/12/birtukan-is-back/,11-12-2018,0.147,0.783,0.069,-0.5267,negative
1796,1796,"Over 40 police, defense, security officials arrested",https://www.capitalethiopia.com/2018/11/12/over-40-police-defense-security-officials-arrested/,11-12-2018,0.134,0.739,0.127,-0.7003,negative
1797,1797,NBE evaluating suppliers credit scheme,https://www.capitalethiopia.com/2018/11/12/nbe-evaluating-suppliers-credit-scheme/,11-12-2018,0.086,0.797,0.116,0.9022,positive
1798,1798,Authority to install device limiting speed to 80km/h,https://www.capitalethiopia.com/2018/11/12/authority-to-install-device-limiting-speed-to-80km-h/,11-12-2018,0.12,0.795,0.086,-0.9741,negative
1799,1799,Pakistan may restart Ethiopian bean imports,https://www.capitalethiopia.com/2018/11/12/pakistan-may-restart-ethiopian-bean-imports/,11-12-2018,0.105,0.793,0.102,-0.5574,negative
1800,1800,Abay Bank nets 419 million birr,https://www.capitalethiopia.com/2018/11/12/abay-bank-nets-419-million-birr/,11-12-2018,0.016,0.811,0.174,0.9538,positive
1801,1801,Ethiopia approves major PPP projects worth 7b USD,https://www.capitalethiopia.com/2018/11/12/ethiopia-approves-major-ppp-projects-worth-7b-usd/,11-12-2018,0.01,0.867,0.123,0.9747,positive
1802,1802,AMISOM develops document to guide transition and exit plan,https://www.capitalethiopia.com/2018/11/12/amisom-develops-document-to-guide-transition-and-exit-plan/,11-12-2018,0.025,0.777,0.198,0.9963,positive
1803,1803,Ethiopia ready to use Eritrean ports,https://www.capitalethiopia.com/2018/11/12/ethiopia-ready-to-use-eritrean-ports/,11-12-2018,0.03,0.866,0.105,0.9517,positive
1804,1804,Women power,https://www.capitalethiopia.com/2018/11/05/women-power/,11-05-2018,0.09,0.704,0.206,0.9744,positive
1805,1805,Grade one contractors in hot water for audit gaps,https://www.capitalethiopia.com/2018/11/05/grade-one-contractors-in-hot-water-for-audit-gaps/,11-05-2018,0.125,0.829,0.046,-0.9914,negative
1806,1806,"NBE likely to lift NBE bills, allow banks alternative to credit...",https://www.capitalethiopia.com/2018/11/05/nbe-likely-to-lift-nbe-bills-allow-banks-alternative-to-credit-allocation/,11-05-2018,0.081,0.815,0.104,0.9382,positive
1807,1807,United Insurance wins right to cover domestic workers abroad,https://www.capitalethiopia.com/2018/11/05/united-insurance-wins-right-to-cover-domestic-workers-abroad/,11-05-2018,0.131,0.761,0.107,-0.8316,negative
1808,1808,Zemen Certified,https://www.capitalethiopia.com/2018/11/05/zemen-certified/,11-05-2018,0.0,0.855,0.145,0.9022,positive
1809,1809,"Trade bureau to overhaul 8,000 analogue scales",https://www.capitalethiopia.com/2018/11/05/trade-bureau-to-overhaul-8000-analogue-scales/,11-05-2018,0.089,0.841,0.07,-0.8555,negative
1810,1810,Lufthansa non-stop to Frankfurt,https://www.capitalethiopia.com/2018/11/05/lufthansa-non-stop-to-frankfurt/,11-05-2018,0.02,0.939,0.041,0.4019,positive
1811,1811,Insurance coverage  starts for vehicles traveling to Eritrea,https://www.capitalethiopia.com/2018/11/05/insurance-coverage-starts-for-vehicles-traveling-to-eritrea/,11-05-2018,0.173,0.651,0.176,0.2023,positive
1812,1812,"Investors in Gambella cry foul over maladministration, corruption",https://www.capitalethiopia.com/2018/11/05/investors-in-gambella-cry-foul-over-maladministration-corruption/,11-05-2018,0.144,0.791,0.066,-0.9538,negative
1813,1813,Road to Djibouti Ports to be improved,https://www.capitalethiopia.com/2018/11/05/road-to-djibouti-ports-to-be-improved/,11-05-2018,0.023,0.76,0.216,0.9904,positive
1814,1814,Great Anticipation,https://www.capitalethiopia.com/2018/10/29/great-anticipation/,10-29-2018,0.0,0.87,0.13,0.6249,positive
1815,1815,Madame President,https://www.capitalethiopia.com/2018/10/29/madame-president/,10-29-2018,0.021,0.925,0.054,0.6808,positive
1816,1816,Police probe 33 major companies,https://www.capitalethiopia.com/2018/10/29/police-probe-33-major-companies/,10-29-2018,0.13,0.843,0.027,-0.9432,negative
1817,1817,AACCSA elects first female president,https://www.capitalethiopia.com/2018/10/29/aaccsa-elects-first-female-president/,10-29-2018,0.0,0.978,0.022,0.2732,positive
1818,1818,Over 23 billion birr road projects launched,https://www.capitalethiopia.com/2018/10/29/23-billion-birr-road-projects-launched/,10-29-2018,0.026,0.769,0.205,0.91,positive
1819,1819,New logistics strategy embraces mobile app,https://www.capitalethiopia.com/2018/10/29/new-logistics-strategy-embraces-mobile-app/,10-29-2018,0.008,0.803,0.189,0.9956,positive
1820,1820,President Uhuru Kenyatta becomes Goodwill Ambassador of African Chambers of Commerce,https://www.capitalethiopia.com/2018/10/29/president-uhuru-kenyatta-becomes-goodwill-ambassador-african-chambers-commerce/,10-29-2018,0.026,0.741,0.233,0.9945,positive
1821,1821,World Polio Day commemorated in Mekelle under the theme ‘Bold Steps...,https://www.capitalethiopia.com/2018/10/29/world-polio-day-commemorated-mekelle-theme-bold-steps-end-polio/,10-29-2018,0.085,0.766,0.149,0.9509,positive
1822,1822,Police asked to leave makeshift shelter at cultural center,https://www.capitalethiopia.com/2018/10/29/police-asked-leave-makeshift-shelter-cultural-center/,10-29-2018,0.076,0.862,0.062,-0.5495,negative
1823,1823,"Addis to get 2,000 solar powered kiosks",https://www.capitalethiopia.com/2018/10/29/addis-get-2000-solar-powered-kiosks/,10-29-2018,0.005,0.895,0.1,0.9723,positive
1824,1824,Water conference held in Egypt,https://www.capitalethiopia.com/2018/10/29/water-conference-held-egypt/,10-29-2018,0.0,0.812,0.188,0.9955,positive
1825,1825,SME’s to be included in scrap metal distribution,https://www.capitalethiopia.com/2018/10/29/smes-included-scrap-metal-distribution/,10-29-2018,0.04,0.913,0.047,0.3716,positive
1826,1826,40 “Worke” waste paper collection points to hit the streets of...,https://www.capitalethiopia.com/2018/10/29/40-worke-waste-paper-collection-points-hit-streets-addis/,10-29-2018,0.078,0.745,0.177,0.9806,positive
1827,1827,"New seed plan to allow monopoly, equitable distribution",https://www.capitalethiopia.com/2018/10/29/new-seed-plan-allow-monopoly-equitable-distribution/,10-29-2018,0.023,0.817,0.16,0.9875,positive
1828,1828,Turkish company assets frozen,https://www.capitalethiopia.com/2018/10/25/turkish-company-assets-frozen/,10-25-2018,0.037,0.884,0.079,0.9186,positive
1829,1829,Airbus demonstrates its H125 Helicopter in Addis Ababa,https://www.capitalethiopia.com/2018/10/22/airbus-demonstrates-h125-helicopter-addis-ababa/,10-22-2018,0.039,0.841,0.12,0.9723,positive
1830,1830,PM says budget strain means no pay raise,https://www.capitalethiopia.com/2018/10/22/pm-says-budget-strain-means-no-pay-raise/,10-22-2018,0.159,0.708,0.133,-0.7172,negative
1831,1831,Church restarts construction at Ras Abebe Aregay home,https://www.capitalethiopia.com/2018/10/22/church-restarts-construction-ras-abebe-aregay-home/,10-22-2018,0.098,0.828,0.073,-0.8825,negative
1832,1832,Dashen’s new app,https://www.capitalethiopia.com/2018/10/22/dashens-new-app/,10-22-2018,0.0,0.911,0.089,0.7579,positive
1833,1833,Ekos Steel officially inaugurated,https://www.capitalethiopia.com/2018/10/22/ekos-steel-officially-inaugurated/,10-22-2018,0.015,0.846,0.138,0.8979,positive
1834,1834,Claims lower for Global Insurance,https://www.capitalethiopia.com/2018/10/22/claims-lower-global-insurance/,10-22-2018,0.098,0.783,0.118,0.6658,positive
1835,1835,"BT cotton price too high, company evasive farmers complain",https://www.capitalethiopia.com/2018/10/22/bt-cotton-price-high-company-evasive-farmers-complain/,10-22-2018,0.062,0.831,0.107,0.8943,positive
1836,1836,Energizing Your Ideas!,https://www.capitalethiopia.com/2018/10/22/energizing-your-ideas/,10-22-2018,0.0,0.703,0.297,0.9972,positive
1837,1837,Ministry of Revenue  faces 10 billion birr deficit for quarter,https://www.capitalethiopia.com/2018/10/22/ministry-revenue-faces-10-billion-birr-deficit-quarter/,10-22-2018,0.092,0.866,0.042,-0.7906,negative
1838,1838,GMO corn test starts in Ethiopia,https://www.capitalethiopia.com/2018/10/15/gmo-corn-test-starts-ethiopia/,10-15-2018,0.03,0.824,0.146,0.9851,positive
1839,1839,ERCA loses over 400 cash register machines,https://www.capitalethiopia.com/2018/10/15/erca-loses-400-cash-register-machines/,10-15-2018,0.152,0.771,0.078,-0.9876,negative
1840,1840,DBE replaces Ayka manager for poor performance,https://www.capitalethiopia.com/2018/10/15/dbe-replaces-ayka-manager-poor-performance/,10-15-2018,0.069,0.845,0.086,0.5859,positive
1841,1841,President discusses economic issues,https://www.capitalethiopia.com/2018/10/15/president-discusses-economic-issues/,10-15-2018,0.082,0.807,0.111,0.8646,positive
1842,1842,Laws to tighten-up for bonded warehouses,https://www.capitalethiopia.com/2018/10/15/laws-tighten-bonded-warehouses/,10-15-2018,0.077,0.836,0.087,-0.2263,negative
1843,1843,Total awards youth with new ideas,https://www.capitalethiopia.com/2018/10/15/total-awards-youth-new-ideas/,10-15-2018,0.0,0.699,0.301,0.9953,positive
1844,1844,"Detergent factory  shut for health, environmental concerns",https://www.capitalethiopia.com/2018/10/15/detergent-factory-shut-health-environmental-concerns/,10-15-2018,0.149,0.822,0.029,-0.9636,negative
